"login","name","language","num_watchers","num_external_contributors","num_prs","num_issues","active_years","num_travis_builds"
"mini2Dx","mini2Dx","Java",81,4,2,13,"2",60
"jonathanslenders","python-prompt-toolkit","Python",1406,17,57,76,"1",857
"flynn-archive","flynn-host","Go",84,9,1,1,"2",186
"flynn-archive","strowger","Go",73,5,1,1,"2",65
"flynn-archive","discoverd","Go",249,8,1,0,"2",109
"danielyule","hearthbreaker","Python",144,5,10,59,"2",899
"stefanoborini","vai","Python",185,5,4,147,"1",386
"eugene-eeo","graphlite","Python",79,0,0,0,"1",166
"tgruben","roaring","Go",73,2,17,17,"1",90
"orgsync","stoplight","Ruby",78,0,37,35,"1",342
"PagerDuty","blender","Ruby",85,3,37,6,"1",99
"Diolor","Swipecards","Java",572,3,10,61,"1",55
"inveniosoftware","dictdiffer","Python",314,4,34,14,"2",115
"tabulapdf","tabula-extractor","Ruby",139,9,3,16,"2",172
"xerial","sqlite-jdbc","Java",76,8,18,21,"8",105
"aerospike","aerospike-client-go","Go",109,9,28,45,"1",107
"Yelp","osxcollector","Python",532,10,62,33,"1",179
"aacanakin","glim","Python",56,3,4,17,"1",125
"iluwatar","java-design-patterns","Java",6000,23,38,56,"1",400
"ierror","django-js-reverse","Python",131,13,15,7,"2",136
"zeapo","Android-Password-Store","Java",192,11,28,71,"1",204
"mattes","migrate","Go",312,9,23,21,"1",246
"sanity","quickml","Java",155,1,66,20,"4",1095
"mongoid-rspec","mongoid-rspec","Ruby",429,52,17,15,"5",189
"guardian","swarmize","Ruby",143,0,1,0,"1",268
"validates-email-format-of","validates_email_format_of","Ruby",257,17,10,22,"8",68
"activeadmin","arbre","Ruby",323,17,7,14,"4",80
"metral","corekube","Go",85,2,14,4,"1",131
"hashrocket","decent_exposure","Ruby",1277,28,9,7,"5",127
"lonelycode","tyk","Go",502,8,17,59,"1",360
"openshift","origin","Go",505,53,2465,1193,"1",14485
"fatih","structs","Go",510,4,10,10,"1",114
"rasbt","mlxtend","Python",150,4,4,3,"1",100
"pwittchen","NetworkEvents","Java",263,1,21,41,"1",221
"noirbizarre","flask-restplus","Python",53,5,16,40,"1",135
"rails","globalid","Ruby",397,31,49,26,"1",239
"koding","multiconfig","Go",81,2,16,9,"1",114
"Fullscreen","bh","Ruby",625,9,67,37,"1",294
"orta","cocoapods-keys","Ruby",371,14,44,55,"1",110
"gunnery","gunnery","Python",533,6,2,17,"2",134
"Kuniwak","vint","Python",54,2,76,51,"1",524
"rafecolton","docker-builder","Go",62,5,27,33,"1",810
"ReactiveX","RxJava","Java",6187,97,426,497,"3",1284
"ReactiveX","RxAndroid","Java",1774,40,102,105,"3",476
"kaizenplatform","fluent-plugin-bigquery","Ruby",96,13,21,8,"2",104
"poetix","protonpack","Java",96,3,7,9,"1",65
"railslove","rack-tracker","Ruby",257,5,30,15,"1",263
"18F","openFEC","Python",57,14,315,730,"1",1787
"ReactiveX","RxNetty","Java",295,15,74,117,"3",242
"rightscale","praxis","Ruby",201,4,128,89,"1",471
"jupyter","jupyterhub","Python",515,17,158,106,"1",562
"activeadmin","activeadmin","Ruby",6113,416,345,697,"5",4423
"uber","Python-Sample-Application","Python",156,6,16,9,"1",56
"pyvideo","richard","Python",197,24,12,37,"3",426
"tonistiigi","dnsdock","Go",87,3,11,15,"1",81
"Yelp","dockersh","Go",851,3,6,7,"1",77
"google","error-prone","Java",586,21,45,357,"4",203
"chanjarster","weixin-java-tools","Java",577,4,17,141,"1",91
"TridentSDK","Trident","Java",53,11,24,5,"1",612
"numenta","htm.java","Java",93,10,121,117,"1",503
"cerebris","jsonapi-resources","Ruby",387,33,162,120,"1",774
"NLPchina","elasticsearch-sql","Java",318,6,8,56,"1",91
"PyMySQL","Tornado-MySQL","Python",71,32,5,6,"6",51
"vmware","govmomi","Go",119,10,138,82,"1",384
"tpaviot","pythonocc-core","Python",61,2,47,68,"1",447
"santiagobasulto","smartcsv","Python",343,3,11,11,"1",65
"headzoo","surf","Go",146,9,15,10,"1",68
"gratipay","gratipay.com","Python",952,99,436,700,"4",8114
"apache","storm","Java",2053,137,403,0,"4",577
"neo4jrb","neo4j-core","Ruby",56,22,70,43,"3",1220
"datastax","ruby-driver","Ruby",69,17,74,4,"2",470
"QueueClassic","queue_classic","Ruby",942,47,19,27,"4",287
"OfficeDev","ews-java-api","Java",182,29,164,204,"1",647
"SpongePowered","SpongeAPI","Java",791,96,474,281,"1",4576
"neo4jrb","neo4j","Ruby",879,52,150,299,"7",2074
"brooklynDev","airborne","Ruby",452,17,28,36,"1",193
"gratipay","aspen-python","Python",140,20,53,66,"9",1155
"rolandshoemaker","CommonMark-py","Python",64,2,8,9,"1",198
"GlowstoneMC","Glowstone","Java",417,61,193,281,"5",1495
"SpongePowered","Sponge","Java",818,50,194,110,"1",2065
"colour-science","colour","Python",141,1,23,62,"1",749
"artificialio","sane","Ruby",337,15,65,106,"1",387
"googlemaps","google-maps-services-java","Java",151,9,51,27,"1",95
"stripe","stripe-go","Go",136,28,66,42,"1",500
"sciunto-org","python-bibtexparser","Python",54,10,20,16,"2",223
"jleclanche","fireplace","Python",142,0,2,62,"1",1009
"digitalocean","godo","Go",139,15,43,13,"1",137
"docker-library","official-images","Python",633,65,574,119,"2",1582
"Gandi","gandi.cli","Python",114,17,84,57,"1",107
"blevesearch","bleve","Go",1834,14,30,113,"1",195
"ClusterHQ","eliot","Python",109,5,37,63,"1",495
"ReactiveX","RxJavaReactiveStreams","Java",64,3,9,12,"1",71
"jupyter","nbgrader","Python",54,4,162,153,"1",829
"spree-contrib","spree_reviews","Ruby",90,45,14,6,"6",235
"QubitProducts","bamboo","Go",350,14,68,72,"1",293
"gds-operations","unicornherder","Python",129,14,6,3,"3",73
"DataBrewery","cubes","Python",630,27,21,86,"4",584
"coreos","flannel","Go",762,18,95,112,"1",362
"davidmoten","rtree","Java",155,1,11,14,"1",219
"coinbase","toshi","Ruby",563,8,63,86,"1",222
"circus-tent","circus","Python",890,110,47,53,"3",2157
"debops","debops-playbooks","Python",126,10,126,41,"1",141
"jasonfb","nondestructive_migrations","Ruby",74,0,2,9,"1",66
"digitalocean","droplet_kit","Ruby",97,13,35,18,"1",145
"zeromq","goczmq","Go",51,4,113,29,"1",261
"facebook","facebook-python-ads-sdk","Python",90,17,40,34,"1",117
"zafarkhaja","jsemver","Java",69,1,3,7,"3",70
"devassistant","devassistant","Python",97,14,40,97,"2",1350
"mrackwitz","xcres","Ruby",199,4,10,11,"1",52
"cymcsg","UltimateAndroid","Java",1119,2,5,5,"1",59
"phstc","shoryuken","Ruby",397,19,57,61,"1",261
"mattes","fugu","Go",101,0,1,17,"1",140
"what-studio","profiling","Python",1329,8,12,16,"1",153
"alicebob","miniredis","Go",76,2,5,1,"1",98
"scragg0x","realms-wiki","Python",335,4,14,41,"2",82
"mdlayher","waveform","Go",73,1,2,5,"1",81
"spree-contrib","spree_active_shipping","Ruby",122,44,23,26,"7",338
"jcugat","django-custom-user","Python",128,6,3,10,"2",77
"KoffeinFlummi","Chronyk","Python",202,2,3,4,"1",57
"siyamed","android-shape-imageview","Java",691,0,1,22,"1",81
"sd4324530","fastweixin","Java",169,1,0,5,"1",84
"paukiatwee","budgetapp","Java",55,1,1,3,"1",73
"fotinakis","swagger-blocks","Ruby",57,3,4,20,"1",65
"AChep","HeadsUp","Java",86,4,2,1,"1",57
"dialelo","turses","Python",294,15,4,10,"3",383
"mozilla","pytest-mozwebqa","Python",64,11,21,20,"4",249
"ReactiveX","Rx.rb","Ruby",240,7,46,8,"3",189
"spring-cloud","spring-cloud-config","Java",68,13,34,140,"1",305
"rubenv","sql-migrate","Go",288,6,7,8,"1",81
"square","burst","Java",277,3,26,10,"1",100
"oczkers","fut","Python",68,4,3,60,"2",285
"hiteshsondhi88","ffmpeg-android-java","Java",145,3,6,27,"1",88
"ReactiveX","RxPY","Python",273,14,23,20,"2",361
"jab","bidict","Python",72,2,5,11,"1",151
"GiocoApp","gioco","Ruby",278,9,1,6,"3",108
"tschellenbach","Stream-Framework","Python",1522,4,26,49,"3",842
"ansible","ansible-modules-extras","Python",250,640,524,151,"3",1284
"ansible","ansible-modules-core","Python",336,706,978,708,"3",1247
"jwtk","jjwt","Java",97,3,9,20,"1",129
"cea-sec","ivre","Python",100,4,57,8,"1",260
"singingwolfboy","flask-dance","Python",103,1,10,11,"1",294
"motdotla","digitalocean","Ruby",146,13,2,2,"2",85
"jwaldrip","odin","Go",212,5,19,6,"1",192
"hakirisec","hakiri_toolbelt","Ruby",171,4,0,2,"2",81
"QuantEcon","QuantEcon.py","Python",199,11,42,54,"2",358
"harley","auditable","Ruby",55,4,0,1,"3",72
"snitko","straight-server","Ruby",108,3,31,10,"1",181
"google","trace-viewer","Python",415,35,125,434,"3",864
"OpenSOC","opensoc-streaming","Java",69,4,6,4,"1",198
"fengdai","AlertDialogPro","Java",304,0,12,39,"1",51
"pytest-dev","pytest-django","Python",150,32,48,51,"6",692
"pixie-lang","pixie","Python",1007,27,231,103,"1",947
"josegonzalez","python-beaver","Python",436,63,33,42,"3",314
"pinax","django-stripe-payments","Python",347,28,13,21,"3",306
"BertrandBordage","django-cachalot","Python",267,4,6,15,"1",280
"google","physical-web","Java",3671,33,308,140,"1",707
"mperham","inspeqtor","Go",1122,10,22,75,"1",151
"caskdata","tephra","Java",77,2,40,0,"1",327
"sclevine","agouti","Go",109,7,12,43,"1",323
"scopely-devops","skew","Python",65,4,21,9,"1",52
"cablehead","python-consul","Python",62,15,31,31,"1",290
"pelias","pelias","Ruby",295,11,11,89,"2",93
"GoogleCloudPlatform","appengine-mapreduce","Python",96,8,29,39,"5",52
"codecation","trailmix","Ruby",310,5,61,8,"1",143
"soarcn","BottomSheet","Java",591,4,20,52,"1",61
"xybu","onedrive-d","Python",479,10,17,108,"1",73
"SchemaPlus","schema_plus","Ruby",542,33,17,35,"6",524
"SchemaPlus","schema_validations","Ruby",55,8,6,12,"6",52
"increments","qiita-markdown","Ruby",161,6,16,0,"1",186
"spree-contrib","spree_print_invoice","Ruby",57,27,21,13,"4",86
"quantopian","qdb","Python",144,2,13,4,"1",117
"sunscrapers","djoser","Python",391,4,13,47,"1",172
"spree-contrib","spree_wishlist","Ruby",70,32,6,6,"6",113
"9seconds","ah","Go",318,0,1,10,"1",89
"SpoutDev","Vanilla","Java",124,73,0,0,"4",179
"twitter","zktraffic","Python",56,0,42,5,"1",248
"kencochrane","django-defender","Python",157,3,25,22,"1",118
"Pierry","SimpleToast","Java",115,0,0,1,"1",65
"andsel","moquette","Java",146,3,6,58,"3",71
"potatolondon","djangae","Python",243,35,217,113,"2",532
"rakanalh","django-pushy","Python",94,1,4,10,"1",54
"spree-contrib","spree_related_products","Ruby",105,38,13,8,"5",93
"spree-contrib","spree_social","Ruby",173,33,7,20,"3",182
"Stratio","crossdata","Java",62,5,2,0,"1",340
"graphaware","neo4j-reco","Java",57,2,2,9,"1",89
"colinmarc","hdfs","Go",89,1,10,6,"1",158
"sosedoff","pgweb","Go",2759,15,36,52,"1",319
"GetStream","stream-django","Python",153,4,3,21,"1",62
"Stratio","flume-ingestion","Java",58,6,13,32,"1",439
"gunthercox","ChatterBot","Python",88,3,13,34,"1",200
"tyarkoni","transitions","Python",72,8,10,8,"1",62
"grosser","maxitest","Ruby",155,1,6,3,"1",80
"JuanitoFatas","fast-ruby","Ruby",1320,12,32,17,"1",119
"tedconf","front_end_builds","Ruby",53,6,19,48,"1",209
"HubSpot","jinjava","Java",66,3,7,5,"1",271
"openshift","source-to-image","Go",104,19,118,51,"1",591
"mcuadros","dockership","Go",186,6,15,10,"1",149
"markbates","goth","Go",386,7,20,10,"1",60
"mkouhei","gosh","Go",107,3,8,14,"1",273
"immutables","immutables","Java",106,6,13,110,"2",591
"yandex","yandex-tank","Python",708,26,28,20,"3",334
"Yelp","pyleus","Python",217,8,47,80,"2",146
"schneems","derailed_benchmarks","Ruby",550,11,22,15,"1",85
"lensacom","sparkit-learn","Python",290,6,9,36,"1",211
"mvz","gir_ffi","Ruby",129,3,3,6,"6",290
"middleman","middleman-autoprefixer","Ruby",86,7,4,6,"2",104
"square","p2","Go",56,3,201,1,"1",968
"numba","llvmlite","Python",129,8,30,45,"1",283
"cosmo-ethz","hope","Python",297,3,23,16,"1",75
"watsonbox","pocketsphinx-ruby","Ruby",122,4,9,12,"1",92
"derekparker","delve","Go",1999,25,71,95,"1",89
"Leadformance","hstore_translate","Ruby",106,7,3,4,"3",100
"relrod","bing_translator-gem","Ruby",79,12,1,1,"4",52
"gevent","gevent","Python",2162,42,73,106,"6",1179
"hansenji","pocketknife","Java",132,0,0,5,"1",88
"hashicorp","consul-template","Go",715,28,132,179,"1",617
"elves","elvish","Go",1274,3,0,28,"2",133
"droope","droopescan","Python",69,2,3,4,"1",415
"twitter","elephant-bird","Java",867,31,20,8,"5",451
"shazam","fork","Java",92,4,15,32,"1",78
"Ubuntu-Solutions-Engineering","openstack-installer","Python",55,14,241,227,"2",1954
"NetSweet","netsuite","Ruby",67,35,49,35,"4",148
"klen","graphite-beacon","Python",224,16,30,30,"1",255
"AcalephStorage","consul-alerts","Go",234,8,21,47,"1",84
"gdamore","mangos","Go",567,5,41,101,"1",132
"keleshev","schema","Python",608,14,11,8,"3",86
"simpligility","android-maven-plugin","Java",876,108,58,138,"7",1023
"centrifugal","centrifuge","Python",656,9,5,18,"2",90
"keen","pingpong","Ruby",222,13,25,19,"1",158
"pypiserver","pypiserver","Python",166,20,17,20,"4",218
"ioam","holoviews","Python",141,4,15,180,"3",2132
"senny","sablon","Ruby",104,2,4,15,"1",82
"w3c","webdriver","Python",52,8,129,1,"3",124
"18F","rdbms-subsetter","Python",239,3,10,11,"1",57
"google","guava","Java",3758,17,30,360,"6",185
"peter-murach","tty-progressbar","Ruby",93,0,4,6,"1",67
"mathics","Mathics","Python",463,13,37,39,"4",786
"wix","petri","Java",104,0,0,1,"2",64
"StackStorm","st2","Python",233,17,885,57,"1",5241
"google","uribeacon","Java",329,22,182,60,"1",545
"bosun-monitor","bosun","Go",972,23,318,482,"2",713
"FenixEdu","fenixedu-academic","Java",77,32,470,0,"12",3018
"tom-lord","regexp-examples","Ruby",236,2,4,1,"1",145
"KrauseFx","deliver","Ruby",1381,20,40,226,"1",547
"ipa320","cob_common","Python",78,30,27,7,"5",277
"s9w","preTeX","Python",76,0,0,1,"1",76
"ksoichiro","Android-ObservableScrollView","Java",3650,7,10,153,"1",170
"mdtraj","mdtraj","Python",61,18,131,134,"1",2724
"puppet-community","puppet-network","Ruby",59,20,26,16,"2",251
"viewflow","viewflow","Python",291,1,3,26,"1",324
"pedrovgs","Algorithms","Java",959,3,2,3,"1",105
"googlemaps","google-maps-services-python","Python",178,9,19,12,"1",61
"Parisson","TimeSide","Python",109,3,0,21,"1",1333
"travis-ci","pudding","Go",53,2,6,2,"1",146
"github","elastomer-client","Ruby",65,10,71,26,"3",82
"vivisect","vivisect","Python",164,10,62,8,"1",192
"SiCKRAGETV","SickRage","Python",1048,97,967,203,"1",2949
"refactorcop","refactorcop","Ruby",58,5,7,8,"1",52
"flask-restful","flask-restful","Python",1444,36,87,122,"1",863
"stripe-contrib","pagerbot","Ruby",154,11,13,8,"1",64
"drewnoakes","metadata-extractor","Java",142,5,20,97,"13",151
"puppetlabs","puppetlabs-aws","Ruby",61,23,126,45,"1",437
"ruby-json-schema","json-schema","Ruby",516,15,50,38,"1",356
"infinitered","redpotion","Ruby",99,17,86,41,"1",333
"jjasghar","rabbitmq","Ruby",132,32,91,72,"2",356
"llllllllll","lazy_python","Python",145,3,3,0,"1",77
"spree-contrib","spree_i18n","Ruby",262,65,84,49,"1",449
"cea-sec","miasm","Python",399,9,152,36,"1",198
"docker","machine","Go",2066,96,670,650,"1",2786
"docker","swarm","Go",2836,72,537,393,"1",2526
"thoas","picfit","Go",332,3,2,23,"1",76
"exteso","alf.io","Java",67,5,3,53,"1",552
"caesar0301","treelib","Python",109,12,4,5,"2",122
"scrapinghub","dateparser","Python",365,20,57,37,"1",407
"pac4j","pac4j","Java",281,17,31,42,"1",486
"stealthly","go_kafka_client","Go",104,11,97,29,"1",689
"powerline","powerline","Python",4378,16,74,151,"2",1574
"mailpile","Mailpile","Python",810,19,27,323,"1",1877
"jasmine","jasmine-gem","Ruby",618,21,11,8,"2",328
"SoftInstigate","restheart","Java",72,2,5,32,"1",151
"englishtown","vertx-jersey","Java",70,4,1,6,"1",230
"appc","spec","Go",704,50,281,201,"1",769
"state-machines","state_machines","Ruby",72,6,10,13,"1",61
"apache","drill","Java",456,35,12,0,"1",714
"kishikawakatsumi","xcjobs","Ruby",102,7,31,0,"1",124
"dateutil","dateutil","Python",70,16,33,64,"12",177
"syncthing","syncthing-android","Java",346,8,62,206,"1",283
"spotify","cassandra-reaper","Java",71,11,89,19,"1",509
"garnaat","kappa","Python",196,3,14,11,"1",80
"jtwig","jtwig","Java",90,6,38,43,"1",605
"xyproto","permissions2","Go",84,4,1,2,"1",62
"asciidocfx","AsciidocFX","Java",182,9,19,52,"1",591
"python-visualization","folium","Python",145,19,53,66,"2",271
"runscripts","run","Go",59,2,1,28,"1",76
"web2py","pydal","Python",72,16,174,74,"1",531
"gogotanaka","Rubype","Ruby",341,6,15,14,"1",133
"GoogleCloudPlatform","go-endpoints","Go",59,11,15,27,"2",214
"ktbyers","netmiko","Python",70,12,37,63,"1",86
"eliotsykes","rspec-rails-examples","Ruby",1007,7,42,34,"1",60
"mewwts","addict","Python",1014,14,32,23,"1",123
"go-amz","amz","Go",62,14,44,11,"2",182
"dinosaurwithakatana","hacker-news-android","Java",195,5,8,31,"1",307
"rusthon","Rusthon","Python",517,7,11,54,"1",289
"shazow","ssh-chat","Go",1684,22,65,63,"1",224
"restic","restic","Go",121,13,73,114,"1",667
"Runscope","httpbin","Python",508,37,44,47,"2",55
"google","google-api-go-client","Go",289,15,4,86,"3",68
"aws","amazon-ecs-agent","Go",265,9,81,56,"1",323
"Ellzord","JALSE","Java",84,4,35,134,"1",191
"rossant","ipymd","Python",123,4,22,40,"1",219
"swiperproxy","swiperproxy","Python",190,4,6,10,"1",66
"Workiva","go-datastructures","Go",499,10,75,3,"1",55
"ubuntu","ubuntu-make","Python",164,5,15,62,"1",61
"GoogleCloudPlatform","DataflowJavaSDK","Java",308,32,19,23,"1",165
"puppetlabs","r10k","Ruby",76,25,166,80,"1",1191
"inf0rmer","blanket","Ruby",382,6,21,8,"1",102
"JoanZapata","android-asyncservice","Java",271,1,0,12,"1",72
"square","go-jose","Go",361,6,28,9,"1",201
"druid-io","druid","Java",584,40,446,174,"2",2362
"journeyapps","zxing-android-embedded","Java",213,7,10,39,"2",150
"lmjohns3","theanets","Python",122,4,8,27,"1",138
"markburns","to_factory","Ruby",73,1,3,13,"4",100
"AlchemyCMS","alchemy_cms","Ruby",58,26,89,53,"1",2314
"shadowsocks","shadowsocks","Python",3721,12,22,126,"1",814
"marshmallow-code","marshmallow","Python",170,14,40,101,"1",749
"cloudera","spark-dataflow","Java",152,5,30,21,"1",118
"go-zoo","bone","Go",131,7,7,6,"1",110
"NickPresta","chameleon","Go",93,3,7,5,"1",60
"lostisland","hurley","Ruby",156,7,14,9,"1",55
"pakyow","pakyow","Ruby",61,4,8,14,"1",217
"wasabeef","recyclerview-animators","Java",1470,5,8,18,"1",130
"apache","flink","Java",353,72,653,0,"1",4623
"diasks2","pragmatic_segmenter","Ruby",89,2,8,3,"0",85
"avast","android-styled-dialogs","Java",481,22,13,35,"2",78
"naver","pinpoint","Java",483,21,442,151,"1",1148
"bear-metal","tunemygc","Ruby",104,3,3,19,"0",159
"JakeWharton","Telecine","Java",1035,11,30,29,"1",131
"javaparser","javaparser","Java",184,10,39,55,"2",156
"konlpy","konlpy","Python",51,7,4,28,"1",207
"square","javapoet","Java",622,24,75,59,"1",997
"tinylib","msgp","Go",70,8,28,30,"1",221
"mvdan","xurls","Go",101,2,1,8,"0",83
"SimonWaldherr","golibs","Go",53,1,0,1,"1",79
"letsencrypt","boulder","Go",409,18,243,205,"1",1376
"KrauseFx","fastlane","Ruby",2597,56,163,226,"0",1219
"scrapinghub","scrapyrt","Python",126,3,14,7,"0",63
"etsy","statsd-jvm-profiler","Java",97,4,8,13,"1",79
"ryanss","vim-hackernews","Python",862,4,9,23,"0",62
"mholt","caddy","Go",1826,18,78,105,"0",340
"btcsuite","btcd","Go",83,24,181,67,"2",1529
"DavyJonesLocker","client_side_validations","Ruby",127,9,11,31,"2",372
"thunder-project","thunder","Python",89,17,57,63,"1",1140
"piskvorky","smart_open","Python",273,6,16,7,"0",162
"tryshoppe","shoppe","Ruby",173,17,25,73,"2",205
"rjeczalik","notify","Go",58,3,3,30,"1",293
"go-gorp","gorp","Go",305,40,52,61,"2",320
"aol","simple-react","Java",134,4,17,19,"1",113
"chef","chef","Ruby",460,105,548,656,"3",7050
"chef","omnibus","Ruby",134,29,68,34,"1",1496
"chef","chef-provisioning","Ruby",69,38,58,112,"1",108
"JakeWharton","ViewPagerIndicator","Java",927,14,13,26,"4",105
"Parsely","pykafka","Python",81,8,34,84,"3",765
"embulk","embulk","Java",400,23,136,84,"1",783
"alt3","cakebox","Ruby",65,3,33,22,"0",134
"jschneier","django-storages","Python",116,29,23,23,"2",154
"aio-libs","aiomysql","Python",65,3,6,14,"0",146
"yahoo","webseclab","Go",861,1,17,7,"0",52
"krasnoukhov","octodmin","Ruby",97,3,2,6,"0",80
"rmosolgo","graphql-ruby","Ruby",113,1,2,5,"0",218
"CamDavidsonPilon","lifetimes","Python",65,4,14,6,"1",71
"k0kubun","githubranking","Ruby",82,1,0,1,"0",224
"GoogleCloudPlatform","PerfKitBenchmarker","Python",445,21,158,115,"1",356
"deeplearning4j","deeplearning4j","Java",350,22,110,147,"0",2095
"sourcegraph","appdash","Go",162,3,35,14,"1",227
"spring-projects","spring-restdocs","Java",91,12,19,54,"1",68
"jdowner","gist","Python",67,5,9,23,"0",80
"Mindwerks","worldengine","Python",54,4,18,39,"0",430
"facebook","stetho","Java",2763,18,97,106,"0",432
"square","sqlbrite","Java",1352,6,12,18,"0",108
"mattbrictson","airbrussh","Ruby",217,3,14,18,"0",180
"getsentry","freight","Python",286,9,14,9,"0",320
"Yelp","elastalert","Python",156,14,87,79,"0",503
"linkedin","gobblin","Java",63,18,183,0,"0",607
"ashmckenzie","percheron","Ruby",127,3,2,3,"0",206
"zetachang","react.rb","Ruby",264,5,14,33,"0",108
"refile","refile","Ruby",262,18,44,110,"1",421
