"login","name","language","num_watchers","num_external_contributors","num_prs","num_issues","active_years","num_travis_builds"
"mapbox","rasterio","Python",204,19,108,265,"1",961
"mattupstate","flask-jwt","Python",71,8,27,22,"1",73
"shurcooL","Go-Package-Store","Go",463,3,13,27,"1",55
"mailgun","mailgun-ruby","Ruby",59,12,25,16,"2",82
"rpush","rpush","Ruby",444,23,40,167,"1",449
"nevir","rubocop-rspec","Ruby",56,5,18,20,"1",152
"sourcegraph","syntaxhighlight","Go",124,6,13,5,"1",104
"devsnd","tinytag","Python",124,4,6,14,"1",84
"yceruto","django-ajax","Python",85,4,11,8,"2",228
"yammer","tenacity","Java",125,10,20,6,"1",341
"vigetlabs","sprig","Ruby",135,9,22,33,"2",155
"datafolklabs","cement","Python",106,10,13,95,"4",370
"rundeck","rundeck","Java",387,25,92,685,"2",1393
"poppy-project","pypot","Python",81,14,59,35,"2",171
"BoltsFramework","Bolts-Android","Java",1063,11,48,16,"1",185
"dropwizard","metrics","Java",1051,68,186,149,"3",785
"peczenyj","MooseX","Ruby",119,2,1,78,"1",142
"spring-projects","spring-data-examples","Java",170,10,36,75,"1",280
"marmelab","gaudi","Go",576,6,44,31,"1",306
"whichdigital","active-rest-client","Ruby",166,19,43,40,"2",195
"jcabi","jcabi-http","Java",53,9,31,70,"1",185
"torchbox","django-modelcluster","Python",66,6,19,18,"1",66
"kuujo","copycat","Java",331,3,13,13,"1",124
"avelino","mining","Python",407,7,83,141,"1",854
"rom-rb","rom-rails","Ruby",51,11,28,9,"1",282
"sue445","gitpeach","Ruby",58,2,21,12,"1",85
"jbake-org","jbake","Java",202,20,59,93,"2",312
"larsga","Duke","Java",201,10,21,260,"2",126
"gocql","gocql","Go",283,40,239,112,"2",975
"igniterealtime","Smack","Java",414,31,48,0,"10",309
"torchbox","wagtail","Python",1533,76,720,755,"1",4110
"tmuxinator","tmuxinator","Ruby",1587,53,52,111,"3",336
"publify","publify","Ruby",304,29,121,171,"4",1094
"andsens","bootstrap-vz","Python",93,31,133,104,"1",403
"coreos","fleet","Go",1737,50,780,506,"2",2849
"getsentry","raven-go","Go",65,11,23,8,"2",218
"spartan-array","spartan","Python",85,7,197,42,"1",771
"tehmou","rx-android-architecture","Java",884,5,52,18,"2",137
"la-team","light-admin","Java",220,12,23,114,"2",277
"DATA-DOG","go-sqlmock","Go",101,6,8,10,"1",60
"cloudius-systems","capstan","Go",117,15,72,70,"1",349
"mdeverdelhan","ta4j","Java",52,3,10,38,"1",171
"basecamp","marginalia","Ruby",183,21,14,6,"3",137
"mozilla","mig","Go",426,9,65,2,"2",334
"bemasher","rtlamr","Go",135,1,5,29,"1",150
"starterkits","rails4-starterkit","Ruby",276,4,11,35,"1",87
"thoughtbot","gitsh","Ruby",425,19,89,86,"2",698
"prerender","prerender_rails","Ruby",84,8,8,8,"2",65
"jmcarp","robobrowser","Python",656,11,14,32,"1",71
"mwarkentin","django-watchman","Python",65,3,20,22,"1",198
"miguelgrinberg","Flask-SocketIO","Python",491,11,25,96,"1",100
"peter-murach","finite_machine","Ruby",259,8,14,20,"1",239
"dropbox","changes","Python",431,23,12,12,"1",1920
"davidmoten","rxjava-jdbc","Java",133,3,10,22,"1",231
"hotchemi","Android-Rate","Java",150,19,36,20,"1",227
"gopherjs","gopherjs","Go",2049,17,41,194,"2",401
"kidoman","embd","Go",381,9,14,15,"1",143
"windy1","google-places-api-java","Java",73,7,13,19,"1",81
"gogits","gogs","Go",6751,130,405,914,"2",1746
"KeepSafe","aiohttp","Python",813,69,202,226,"2",1800
"blueman-project","blueman","Python",55,14,101,202,"2",273
"AChep","AcDisplay","Java",466,5,26,68,"1",504
"subuser-security","subuser","Python",176,9,72,98,"1",192
"asciidoctor","asciidoctor-diagram","Ruby",58,5,25,37,"1",117
"frappe","erpnext","Python",735,39,1082,2521,"4",3807
"alisaifee","flask-limiter","Python",71,8,15,20,"1",298
"igniterealtime","Spark","Java",95,8,20,4,"9",79
"sethvargo","chef-api","Ruby",62,5,22,14,"2",77
"naoina","genmai","Go",73,5,10,2,"1",61
"adjust","shrimp","Ruby",54,11,10,9,"3",52
"pydoit","doit","Python",84,14,36,38,"2",277
"yuki24","did_you_mean","Ruby",1157,6,32,19,"1",311
"aronwoost","sublime-expand-region","Python",54,3,3,42,"1",79
"sloria","webargs","Python",199,10,19,34,"1",266
"resty-gwt","resty-gwt","Java",52,29,45,43,"3",164
"JasonBarnabe","greasyfork","Ruby",112,9,16,350,"1",80
"GoogleCloudPlatform","gcloud-python","Python",155,19,548,420,"1",1995
"mrocklin","multipledispatch","Python",59,8,26,19,"1",193
"stormpath","stormpath-flask","Python",109,6,22,24,"1",337
"lepture","mistune","Python",344,8,17,45,"1",112
"johnjohndoe","TypedPreferences","Java",162,2,2,5,"1",66
"focuslight","focuslight","Ruby",52,3,12,2,"1",84
"vladmihalcea","flexy-pool","Java",108,1,0,19,"1",59
"twitter","twurl","Ruby",163,13,14,10,"5",88
"boot2docker","boot2docker-cli","Go",263,42,209,146,"2",311
"parnurzeal","gorequest","Go",351,7,12,26,"1",236
"Kapeli","cheatsheets","Ruby",158,104,145,12,"1",481
"deanishe","alfred-workflow","Python",169,6,17,51,"1",191
"estebistec","drf-compound-fields","Python",52,4,10,17,"1",105
"binux","pyspider","Python",4581,15,27,209,"1",409
"peatio","peatio","Ruby",491,27,142,306,"1",2166
"lotus","controller","Ruby",147,31,79,37,"2",346
"coddingtonbear","python-myfitnesspal","Python",59,6,7,10,"2",81
"CanCanCommunity","cancancan","Ruby",1538,109,93,132,"6",348
"supermarin","xcpretty","Ruby",510,15,44,49,"1",603
"xinminlabs","synvert","Ruby",282,5,6,26,"1",88
"google","vroom","Python",134,8,33,54,"1",89
"atmos","heaven","Ruby",351,31,123,31,"1",289
"cenkalti","backoff","Go",216,5,7,7,"1",56
"pieces029","velcro","Java",134,1,2,22,"1",111
"tomchristie","flask-api","Python",306,11,20,21,"1",120
"supermarin","alcatraz-packages","Ruby",97,151,244,6,"2",740
"sorah","mamiya","Ruby",369,4,24,3,"1",288
"exercism","xruby","Ruby",57,63,125,48,"2",414
"MirakelX","mirakel-android","Java",133,6,7,189,"1",102
"exercism","xgo","Go",58,33,132,38,"2",478
"pedrovgs","Renderers","Java",464,3,6,9,"1",193
"thoughtbot","formulaic","Ruby",215,14,24,12,"2",142
"siacs","Conversations","Java",957,50,392,856,"1",734
"winebarrel","kumogata","Ruby",63,9,39,3,"1",64
"jOOQ","jOOL","Java",201,4,8,84,"1",53
"untitaker","vdirsyncer","Python",162,6,69,152,"1",1536
"lemire","RoaringBitmap","Java",188,7,16,14,"1",367
"OfficeDev","Office-365-SDK-for-Android","Java",205,12,23,73,"1",183
"andrewgiang","SpritzerTextView","Java",163,3,5,15,"1",94
"etao-open-source","cube-sdk","Java",451,4,9,46,"2",83
"kzwang","elasticsearch-image","Java",165,1,2,13,"1",54
"coreos","coreos-cloudinit","Go",188,30,227,119,"1",734
"adjust","redismq","Go",129,5,4,4,"2",94
"rackerlabs","mimic","Python",83,20,212,122,"2",1410
"tylertreat","BigQuery-Python","Python",60,13,33,24,"1",129
"brutasse","graphite-api","Python",260,21,43,71,"1",196
"alvinsj","flatten_record","Ruby",83,1,9,12,"1",106
"ksoichiro","SimpleAlertDialog-for-Android","Java",53,2,1,13,"1",80
"apexskier","httpauth","Go",107,6,9,13,"1",103
"Jahaja","psdash","Python",669,11,21,30,"1",101
"dfunckt","django-rules","Python",203,8,14,10,"1",88
"egison","egison-ruby","Ruby",107,4,10,4,"1",71
"education","teachers_pet","Ruby",114,9,58,39,"2",263
"taigaio","taiga-back","Python",1860,20,248,113,"1",3700
"eval","envied","Ruby",159,3,13,8,"1",107
"lanrion","weixin_authorize","Ruby",110,4,17,39,"1",91
"ambitioninc","django-query-builder","Python",59,4,28,6,"2",96
"goodow","realtime-store","Java",109,2,2,1,"2",104
"glebm","order_query","Ruby",211,2,1,6,"1",85
"adewes","blitzdb","Python",139,13,25,31,"1",128
"os","slacker","Python",203,10,20,18,"1",65
"googlefonts","fontbakery","Python",53,6,12,351,"2",591
"thumbor","thumbor","Python",1451,36,87,180,"3",916
"jdamcd","android-crop","Java",1234,14,37,101,"1",143
"bfontaine","term2048","Python",189,13,16,15,"1",106
"biocore","scikit-bio","Python",117,39,407,425,"1",2505
"sloria","konch","Python",174,2,2,6,"1",95
"jekyll","jemoji","Ruby",80,4,8,8,"1",54
"jekyll","jekyll-mentions","Ruby",57,4,11,7,"1",85
"jwilder","docker-gen","Go",690,15,49,48,"1",100
"taigaio","taiga-ncurses","Python",77,2,1,5,"1",248
"reactjs","react-rails","Ruby",1512,60,145,150,"2",518
"dblock","ARTiledImageView","Ruby",129,2,7,5,"1",82
"mrmans0n","smart-location-lib","Java",276,6,5,62,"2",115
"levkhomich","akka-tracing","Java",142,2,4,52,"1",193
"HearthStats","HearthStats.net-Uploader","Java",128,12,81,408,"1",490
"mrnugget","fzz","Go",70,2,6,3,"1",99
"EmirWeb","parchment","Java",77,4,6,15,"1",115
"zenazn","goji","Go",2417,17,41,97,"1",206
"clowwindy","gfwlist2pac","Python",998,6,18,34,"1",92
"feedjira","feedjira","Ruby",199,23,24,66,"3",174
"mattrobenolt","django-sudo","Python",113,3,2,1,"1",95
"travis-ci","travis-yaml","Ruby",70,9,17,49,"1",128
"travis-ci","travis.rb","Ruby",186,18,37,114,"2",693
"grantjenks","sorted_containers","Python",315,8,9,21,"1",68
"sababado","CircularView","Java",79,1,0,3,"1",69
"mailboxer","mailboxer","Ruby",390,23,39,107,"2",300
"Yipit","pyeqs","Python",215,2,4,10,"1",174
"Flolagale","mailin","Python",1192,6,16,29,"1",67
"jingweno","jqplay","Go",68,1,22,18,"1",175
"discourse","onebox","Ruby",135,36,90,14,"2",1080
"stephanenicolas","robospice","Java",1075,13,30,151,"2",948
"apache","tajo","Java",52,30,617,0,"3",3170
"ribot","easy-adapter","Java",220,4,16,18,"1",118
"koding","kite","Go",670,8,62,46,"1",715
"shouldit","android-proxy","Java",62,4,3,12,"3",141
"lotus","view","Ruby",103,24,50,23,"2",210
"benbalter","word-to-markdown","Ruby",362,8,17,34,"1",238
"Psycojoker","redbaron","Python",86,6,44,31,"1",398
"LIFX","lifx-gem","Ruby",180,5,17,27,"1",99
"aio-libs","aiozmq","Python",104,9,11,37,"1",453
"pquerna","ffjson","Go",476,10,81,65,"1",197
"SonarSource","sonarqube","Java",328,26,386,0,"2",3874
"nohana","Laevatein","Java",57,8,23,11,"1",137
"tsuru","docker-cluster","Go",73,6,1,12,"1",188
"rhuss","docker-maven-plugin","Java",151,20,63,145,"1",511
"infinum","android_dbinspector","Java",240,6,7,17,"1",64
"mozilla","crontabber","Python",69,9,44,24,"1",189
"proofit404","anaconda-mode","Python",121,6,15,74,"1",336
"stagemonitor","stagemonitor","Java",253,4,24,59,"1",546
"spring-io","sagan","Java",341,16,104,189,"1",502
"mailgun","vulcand","Go",1316,21,84,131,"1",59
"mattn","anko","Go",178,2,2,10,"1",57
"skinnyworm","wechat-rails","Ruby",280,12,17,19,"1",59
"aio-libs","aiorest","Python",65,6,17,19,"1",146
"zeisler","active_mocker","Ruby",266,6,7,21,"1",377
"thekompanee","fuubar","Ruby",136,16,6,12,"4",80
"spoqa","geofront","Python",150,2,0,9,"1",100
"jasperproject","jasper-client","Python",996,18,111,236,"1",393
"box","genty","Python",83,5,31,6,"1",156
"scrapinghub","portia","Python",1213,24,54,176,"1",250
"redguide","nodejs","Ruby",79,41,47,41,"2",240
"goamz","goamz","Go",183,64,72,19,"1",208
"spacecowboy","NoNonsense-FilePicker","Java",156,4,5,26,"1",107
"google","iosched","Java",7130,24,65,76,"3",132
"Azure","azure-sdk-for-python","Python",126,32,122,159,"3",75
"CleanCut","green","Python",187,7,18,49,"1",378
"sosreport","sos","Python",87,45,276,316,"9",1071
"teampoltergeist","poltergeist","Ruby",442,48,61,209,"3",666
"derek73","python-nameparser","Python",84,4,4,28,"3",109
"takluyver","pynsist","Python",203,5,11,32,"1",100
"Azure","azure-sdk-for-ruby","Ruby",52,26,68,98,"2",361
"tombh","peas","Ruby",281,3,10,18,"1",335
"facebookgo","grace","Go",1305,2,2,5,"3",63
"douban","brownant","Python",82,2,5,2,"2",104
"rainforestapp","fourchette","Ruby",84,13,21,19,"1",163
"jirutka","spring-rest-exception-handler","Java",81,3,2,5,"1",57
"oxo42","stateless4j","Java",102,7,15,25,"1",77
"devnied","EMV-NFC-Paycard-Enrollment","Java",100,1,1,7,"1",150
"tsuru","tsuru","Go",554,34,127,442,"1",4496
"Widdershin","butterdb","Python",285,3,4,12,"2",59
"igniterealtime","Openfire","Java",457,30,245,0,"1",699
"hayd","pep8radius","Python",98,2,27,29,"1",226
"twotoasters","SectionCursorAdapter","Java",87,1,13,9,"1",72
"go-xorm","xorm","Go",492,25,52,154,"1",406
"charlesthomas","magpie","Python",593,9,38,30,"1",58
"square","okio","Java",1016,14,77,51,"1",452
"thoughtbot","hound","Ruby",759,61,531,129,"1",4075
"moserrya","knod","Ruby",443,5,4,3,"1",57
"mdlayher","wavepipe","Go",64,1,0,15,"1",534
"gavinlaking","vedeu","Ruby",436,5,137,32,"1",1434
"pedrovgs","DraggablePanel","Java",1328,6,13,53,"1",107
"bamos","python-scripts","Python",70,2,1,4,"1",55
"mixi-inc","RubyTraining","Ruby",91,5,13,22,"1",428
"rgalanakis","goless","Python",323,6,8,36,"1",150
"typus","typus","Ruby",104,16,44,43,"3",361
"hashicorp","consul","Go",3559,123,365,688,"2",1941
"doorkeeper-gem","doorkeeper","Ruby",986,76,145,194,"2",1316
"jphp-compiler","jphp","Java",418,7,51,58,"1",1022
"recruit-tech","redpen","Java",75,9,199,123,"1",1039
"go-pg","pg","Go",55,4,47,18,"2",289
"lotus","model","Ruby",201,47,136,63,"1",729
"PostmonAPI","postmon","Python",91,9,8,33,"3",117
"hashicorp","raft","Go",259,11,24,24,"2",111
"Homebrew","homebrew-nginx","Ruby",80,22,22,24,"2",126
"ITCase","sqlalchemy_mptt","Python",54,4,14,29,"1",207
"TestFX","TestFX","Java",110,16,71,89,"1",271
"facebook","sparts","Python",125,4,4,48,"3",251
"gazay","ids_please","Ruby",88,6,7,0,"1",62
"puniverse","capsule","Java",487,8,18,47,"1",380
"mitsuhiko","click","Python",2127,59,149,218,"1",624
"fastly","fastly-rails","Ruby",52,14,33,14,"1",82
"mina-deploy","mina","Ruby",878,54,61,121,"3",282
"interagent","prmd","Ruby",1083,31,74,73,"1",409
"jekyll","jekyll-sitemap","Ruby",144,15,37,29,"1",173
"Psycojoker","pyfmt","Python",59,3,3,6,"1",61
"google","google-api-python-client","Python",503,24,57,54,"2",148
"WeAreFarmGeek","diplomat","Ruby",94,16,27,16,"1",178
"phstc","putsreq","Ruby",73,4,2,17,"1",235
"interagent","schematic","Go",140,5,7,15,"1",94
"caelum","mamute","Java",102,20,86,92,"2",418
"Redundancy","go-sync","Go",126,4,4,6,"1",51
"hybridgroup","gort","Go",106,7,15,20,"1",133
"diffux","diffux","Ruby",63,5,8,13,"1",501
"ncw","rclone","Go",283,3,8,78,"1",79
"cglib","cglib","Java",295,8,19,19,"11",68
"philippotto","Sublime-MultiEditUtils","Python",69,5,4,14,"1",66
"gmr","queries","Python",105,5,9,2,"1",156
"jneen","rouge","Ruby",434,48,92,67,"2",682
"syncany","syncany","Java",514,16,80,317,"2",1072
"querydsl","querydsl","Java",301,23,413,371,"3",3140
"interagent","heroics","Ruby",158,15,24,16,"2",116
"scottwoodall","python-pgextras","Python",59,1,0,0,"1",53
"OpenBazaar","OpenBazaar","Python",1223,95,691,640,"1",2714
"harrystech","seed_migration","Ruby",206,12,17,10,"1",89
"google","closure-compiler","Java",1385,88,211,555,"2",960
"Tivix","django-rest-auth","Python",241,14,27,63,"1",199
"macropin","django-registration","Python",233,27,37,41,"6",140
"teamed","qulice","Java",57,15,57,169,"1",281
"WGBH","django-versatileimagefield","Python",86,3,4,11,"1",122
"mattprecious","telescope","Java",391,5,14,5,"1",65
"NebulousLabs","Sia","Go",79,9,371,234,"1",944
"caskroom","homebrew-cask","Ruby",3088,1296,6975,1104,"2",25873
"Parsely","streamparse","Python",376,16,54,103,"1",495
"gmr","consulate","Python",75,12,23,29,"1",128
"rgeo","activerecord-postgis-adapter","Ruby",167,13,38,67,"2",280
"codevise","pageflow","Ruby",177,8,275,83,"1",713
"broadinstitute","picard","Java",84,25,174,54,"6",1313
"los-cocos","cocos","Python",194,12,14,177,"7",89
"hynek","characteristic","Python",88,7,17,18,"1",235
"sipin","gorazor","Go",377,4,11,28,"1",92
"tornadoweb","tornado","Python",9424,214,208,237,"6",1751
"siddontang","ledisdb","Go",1191,4,18,146,"1",171
"papertrail","remote_syslog2","Go",120,6,34,45,"2",160
"rgeo","rgeo","Ruby",535,11,13,35,"5",74
"Fullscreen","yt","Ruby",303,10,152,63,"1",440
"mackerelio","mackerel-agent","Go",194,15,100,10,"1",699
"hotosm","osm-tasking-manager2","Python",55,25,230,317,"14",1269
"go-redis","redis","Go",257,9,83,20,"3",601
"xray","xray","Python",156,15,191,156,"2",1460
"privacyidea","privacyidea","Python",56,2,3,166,"1",562
"giampaolo","psutil","Python",841,17,51,695,"7",474
"hashicorp","envconsul","Go",327,12,24,25,"1",75
"nitely","Spirit","Python",378,3,21,33,"1",456
"neovim","python-client","Python",124,21,70,56,"1",508
"interagent","committee","Ruby",126,16,36,15,"2",213
"pydanny","cached-property","Python",102,6,10,13,"1",74
"johnbellone","consul-cookbook","Ruby",69,49,132,53,"1",326
"dimfeld","httptreemux","Go",68,3,3,9,"1",58
"rails","activejob","Ruby",702,21,74,33,"1",223
"google","rekall","Python",330,7,19,52,"4",162
"tdryer","hangups","Python",538,17,44,91,"1",280
"TileStache","TileStache","Python",415,45,35,27,"5",290
"pydanny","djangopackages","Python",147,54,9,38,"5",485
"tinfoil","devise-two-factor","Ruby",357,5,23,12,"1",66
"NFSdb","nfsdb","Java",51,3,1,30,"1",372
"alecthomas","kingpin","Go",335,7,16,38,"1",227
"antillas21","ajax-datatables-rails","Ruby",139,8,27,73,"3",97
"rails","rails-html-sanitizer","Ruby",64,5,9,10,"2",54
"SimonVT","schematic","Java",390,4,8,20,"1",58
"micahflee","onionshare","Python",1245,25,68,139,"1",152
"DEAP","deap","Python",219,12,34,51,"5",139
"brandur","json_schema","Ruby",56,6,20,8,"1",65
"fortytools","forty_facets","Ruby",219,6,6,0,"1",79
"csc","Hanlon","Ruby",73,37,173,207,"3",244
"cubicdaiya","nginx-build","Go",68,3,4,1,"1",155
"GoogleCloudPlatform","gcloud-golang","Go",174,18,33,107,"1",280
"zestedesavoir","zds-site","Python",101,46,1191,1187,"2",4167
"sananth12","ImageScraper","Python",186,8,55,22,"1",199
"Intrepidd","working_hours","Ruby",166,6,11,6,"1",87
"davy","benchmark-bigo","Ruby",65,2,10,3,"1",89
"eagletmt","switch_point","Ruby",294,2,3,1,"1",98
"thatJavaNerd","JRAW","Java",69,7,19,57,"1",564
"google","mtail","Go",74,1,2,4,"3",53
"zendesk","samson","Ruby",425,49,421,78,"1",2187
"richpeck","exception_handler","Ruby",86,3,5,9,"1",135
"venmo","synx","Ruby",2736,10,28,47,"1",166
"excon","excon","Ruby",626,104,66,90,"6",909
"go-gl","mathgl","Go",76,9,19,19,"2",259
"yuki24","rambulance","Ruby",127,1,16,10,"1",67
"ceph","calamari","Python",118,20,165,30,"2",774
"r7kamura","ruboty","Ruby",241,7,9,4,"1",106
"jayway","powermock","Java",158,5,20,0,"7",101
"JCTools","JCTools","Java",332,8,10,53,"2",51
"arkenio","gogeta","Go",159,5,5,4,"1",85
"knightliao","disconf","Java",319,1,5,10,"1",370
"ryanrhymes","panns","Python",95,0,1,4,"1",132
"daimajia","AndroidImageSlider","Java",1639,12,27,99,"1",108
"python-pillow","Pillow","Python",1775,130,416,287,"5",2356
"interagent","pliny","Ruby",447,25,132,43,"1",664
"skynetservices","skydns1","Go",536,12,6,4,"2",147
"xtreemfs","xtreemfs","Java",83,8,43,51,"7",484
"GoClipse","goclipse","Java",346,5,9,98,"6",223
"ceph","ceph-cookbook","Ruby",65,23,65,33,"4",264
"frankiesardo","auto-parcel","Java",704,6,9,22,"1",56
"spotify","docker-client","Java",166,20,147,56,"1",298
"getsentry","raven-java","Java",143,15,10,42,"3",404
"motion-kit","motion-kit","Ruby",289,9,27,58,"1",300
"zimmski","tavor","Go",109,1,6,79,"1",241
"mtford90","silk","Python",517,12,20,52,"1",264
"etsy","nagios-herald","Ruby",266,4,6,11,"1",62
"sass","sass","Ruby",6484,155,64,529,"9",976
"spotify","helios","Java",924,13,427,82,"1",784
"mivok","markdownlint","Ruby",94,5,9,87,"1",107
"michaelmaltese","golang-distributed-filesystem","Go",176,3,0,1,"4",79
"ruby-concurrency","concurrent-ruby","Ruby",1434,35,167,102,"2",1722
"ci-reporter","ci_reporter","Ruby",313,36,20,55,"8",142
"RichardWarburton","lambda-behave","Java",113,6,12,76,"1",104
"docker","libcontainer","Go",824,103,556,93,"1",722
"pivotal-sprout","sprout-osx-apps","Ruby",387,42,6,13,"2",597
"burtlo","ark","Ruby",70,31,26,38,"3",169
"miketheman","nginx","Ruby",346,112,113,62,"6",388
"gocardless","business","Ruby",131,3,9,1,"2",55
"brooklyncentral","clocker","Java",317,12,76,43,"1",651
"mypaint","mypaint","Python",241,51,44,319,"11",364
"hickford","MechanicalSoup","Python",1183,3,8,11,"1",76
"salsify","goldiloader","Ruby",327,2,4,21,"1",87
"codeforamerica","citygram","Ruby",77,9,79,81,"1",676
"sloria","doitlive","Python",572,3,3,5,"1",70
"DavidHuie","quartz","Go",384,5,13,16,"1",119
"pushpop-project","pushpop","Ruby",108,5,3,17,"1",94
"lotus","lotus","Ruby",1960,48,165,122,"2",822
"Compass","compass","Ruby",6514,171,102,421,"7",1341
"ManageIQ","manageiq","Ruby",114,42,2825,546,"2",12534
"kern","minitest-reporters","Ruby",330,52,31,27,"4",307
"neoid-gem","neoid","Ruby",175,8,3,11,"3",86
"jbachorik","btrace","Java",85,4,22,112,"7",228
"DatabaseCleaner","database_cleaner","Ruby",1541,122,70,62,"6",384
"peco","peco","Go",2324,28,117,53,"1",864
"google","truth","Java",359,13,50,44,"4",327
"asaskevich","govalidator","Go",447,12,39,28,"1",75
"gin-gonic","gin","Go",3406,67,124,236,"1",554
"CaliOpen","caliopen.web","Python",140,6,13,10,"1",62
"ployground","ploy","Python",66,3,3,12,"5",141
"ethereum","ethereumj","Java",128,17,140,88,"1",1041
"clowwindy","ChinaDNS","Python",1018,10,15,83,"1",248
"daimajia","AndroidViewAnimations","Java",2966,8,16,44,"1",96
"ObeoNetwork","UML-Designer","Java",75,11,96,233,"4",395
"Blosc","bcolz","Python",180,13,104,86,"5",459
"hsz","idea-gitignore","Java",115,5,22,131,"1",215
"froala","wysiwyg-rails","Ruby",73,6,5,13,"1",61
"WikiTeam","wikiteam","Python",61,18,63,199,"4",97
"jamesagnew","hapi-fhir","Java",86,16,29,170,"1",124
"google","cayley","Go",5739,27,159,114,"1",502
"spotify","docker-maven-plugin","Java",147,5,68,36,"1",90
"venmo","slather","Ruby",228,14,58,32,"1",314
"ggiamarchi","vagrant-openstack-provider","Ruby",71,23,77,113,"2",627
"naver","yobi","Java",338,29,36,209,"3",1562
"The-Compiler","qutebrowser","Python",629,34,114,698,"2",543
"Kixeye","chassis","Java",51,2,1,1,"1",73
"browserify-rails","browserify-rails","Ruby",235,22,37,58,"2",184
"ezotrank","logsend","Go",169,1,1,8,"1",53
"iKevinY","EulerPy","Python",424,7,16,7,"1",210
"mesos","storm","Java",52,15,28,25,"1",94
"winebarrel","ridgepole","Ruby",244,3,40,6,"1",307
"lynndylanhurley","devise_token_auth","Ruby",632,19,62,227,"1",478
"aboSamoor","polyglot","Python",134,3,6,8,"1",130
"v5developer","maven-framework-project","Java",83,1,0,0,"1",79
"oyachai","HearthSim","Java",262,8,67,51,"1",288
"rwz","adequate_exposure","Ruby",66,3,4,18,"1",66
"ArturT","knapsack","Ruby",65,7,9,10,"1",350
"xmlrunner","unittest-xml-reporting","Python",85,18,25,19,"7",132
"RolifyCommunity","rolify","Ruby",1474,52,41,86,"4",490
"deanmalmgren","textract","Python",1596,11,40,60,"1",285
"OCA","server-tools","Python",56,50,170,31,"4",862
"bpython","bpython","Python",190,43,50,510,"7",542
"gin-gonic","contrib","Go",74,20,38,12,"1",142
"DABSquared","gitlab-plugin","Java",56,10,38,53,"1",215
"golang","oauth2","Go",389,36,42,90,"1",213
"google","guice","Java",1827,17,67,87,"9",207
"lenskit","lenskit","Java",314,16,72,115,"5",1107
"go-fsnotify","fsnotify","Go",495,24,15,53,"4",109
"lodge","lodge","Ruby",306,8,75,42,"1",488
"cloudflare","cfssl","Go",694,20,190,73,"1",1227
"Masterminds","glide","Go",105,7,15,24,"1",105
"artem-zinnatullin","android-wail-app","Java",98,7,60,111,"1",289
"simi","mongoid_paranoia","Ruby",71,6,3,11,"2",99
"blazsolar","android-collapse-calendar-view","Java",189,0,3,3,"1",66
"square","assertj-android","Java",939,25,34,36,"2",386
"AzureAD","azure-activedirectory-library-for-android","Java",51,9,78,111,"2",925
"geopandas","geopandas","Python",369,10,43,55,"2",568
"LPgenerator","django-db-mailer","Python",91,3,6,11,"1",115
"pypa","twine","Python",138,22,46,42,"2",161
"mesos","mesos-go","Go",218,21,62,73,"2",104
"incuna","django-wkhtmltopdf","Python",112,12,15,22,"4",135
"gocircuit","escher","Go",725,4,7,2,"1",293
"akhenakh","gozim","Go",87,2,4,13,"1",59
"lexrus","ios-dev-playbook","Ruby",233,0,0,1,"1",74
"soundcloud","harpoon","Go",58,6,108,53,"1",1212
"RubyCastsBrasil","RubyCastsBrasil","Ruby",123,30,111,111,"1",208
"timehop","apns","Go",86,8,18,40,"1",94
"sockeqwe","fragmentargs","Java",216,3,7,17,"1",94
"sourcegraph","srclib","Go",638,16,71,105,"2",930
"bundlewrap","bundlewrap","Python",59,3,7,65,"2",762
"MSOpenTech","packer-azure","Go",60,4,34,51,"1",111
"buildinspace","peru","Python",601,3,2,114,"2",387
"nickjj","ansigenome","Python",63,4,11,12,"1",122
"mustache","mustache","Ruby",2025,52,21,31,"6",111
"thestorefront","FastAPI","Ruby",567,2,21,2,"1",73
"hnrysmth","ppl","Ruby",147,4,3,9,"3",157
"docker","docker","Go",23032,972,4158,4366,"2",9141
"agileorbit-cookbooks","java","Ruby",211,77,45,69,"6",75
"pylast","pylast","Python",70,9,20,27,"7",193
"lionheart","pinboard.py","Python",78,1,3,1,"1",53
"docker","docker-registry","Python",2430,116,230,376,"2",1495
"OryxProject","oryx","Java",430,8,128,106,"1",716
"winebarrel","roadworker","Ruby",107,5,10,6,"2",78
"docker","docker-py","Python",928,134,220,188,"2",1271
"dexafree","MaterialList","Java",886,3,12,74,"1",97
"pantsbuild","pex","Python",283,22,49,86,"3",250
"asciinema","asciinema.org","Ruby",779,15,11,47,"4",698
"L2J","L2J_Server","Java",104,25,72,7,"8",214
"stephens2424","php","Go",308,4,6,14,"1",65
"andrewgaul","s3proxy","Java",231,1,31,37,"1",344
"TwidereProject","Twidere-Android","Java",421,10,49,137,"1",335
"r4fek","django-cassandra-engine","Python",55,2,9,29,"1",108
"KronicDeth","intellij-elixir","Java",79,1,45,101,"1",262
"serso","android-checkout","Java",380,1,3,35,"1",64
"hashicorp","terraform","Go",2609,216,1210,1409,"1",5159
"hzamani","active_record-acts_as","Ruby",109,8,12,27,"1",59
"mrkamel","search_cop","Ruby",386,1,2,15,"1",146
"typescript-ruby","typescript-rails","Ruby",90,9,7,9,"3",80
"syncthing","syncthing","Go",8834,65,497,1146,"2",389
"shamanland","floating-action-button","Java",316,5,4,21,"1",71
